CompNo,Phase,Group,Date,Mass,Code,DamMassBirth,DamMassWean
14656771,A2,SSCDV,19830730,205,,,
14656771,B2,SSCDV,19840625,350,,,
16599136,A1,SKB,19880303,205,,,
16599136,A2,SKB,19880504,275,,400,515
18544601,A1,SKB,19880303,210,,,
18544601,A2,SKB,19880504,270,,415,505
17721275,A2,SLB3,19890505,255,33,,485
18427468,A1,SLB3,19890126,175,,,
18427468,A2,SLB3,19890505,270,33,455,540
20111480,A1,SLB3,19890126,180,,,
20111480,A2,SLB3,19890505,275,33,455,485
18427534,A1,SLB3,19890126,160,,,
18427534,A2,SLB3,19890505,260,33,470,565
18427542,A1,SLB3,19890126,200,10,,
18427542,A2,SLB3,19890505,300,33,560,590
18427575,A1,SLB3,19890126,170,,,
18427575,A2,SLB3,19890505,265,33,490,545
18427617,A1,SLB3,19890126,155,,,
18427617,A2,SLB3,19890505,245,33,560,620
18427658,A1,SLB3,19890126,155,,,
18427658,A2,SLB3,19890505,245,33,390,410
18427674,A1,SLB1,19890126,170,,,
18427674,A2,SLB1,19890505,260,11,400,555
18427724,A1,SLB3,19890126,170,,,
18427724,A2,SLB3,19890505,265,33,500,530
18427740,A1,SLB3,19890126,160,,,
18427740,A2,SLB3,19890505,255,33,455,505
18427757,A1,SLB3,19890126,170,,,
18427757,A2,SLB3,19890505,270,33,500,545
18480269,A1,SLB3,19890126,180,,,
18480269,A2,SLB3,19890505,280,33,515,515
18427914,A1,SLB3,19890126,175,,,
18427914,A2,SLB3,19890505,260,33,425,485
18427963,A1,SLB3,19890126,155,,,
18427963,A2,SLB3,19890505,250,33,475,515
18428045,A1,SLB3,19890126,150,,,
18428045,A2,SLB3,19890505,250,33,435,470
18428086,A1,SLB3,19890126,160,,,
18428086,A2,SLB3,19890505,260,33,645,735
18428102,A1,SLB3,19890126,145,,,
18428102,A2,SLB3,19890505,240,33,460,460
18428193,A1,SLB3,19890126,160,,,
18428193,A2,SLB3,19890505,265,33,480,485
18428300,A1,SLB3,19890126,185,,,
18428300,A2,SLB3,19890505,270,33,465,505
18428334,A1,SLB3,19890126,155,,,
18428334,A2,SLB3,19890505,240,33,445,515
18428482,A1,SLB3,19890126,135,,,
18428482,A2,SLB3,19890505,225,33,515,615
18428540,A1,SLB3,19890126,140,,,
18428540,A2,SLB3,19890505,235,33,530,575
20620803,A2,SLB3,19890505,250,33,,525
17720954,A2,SLB3,19890505,225,33,,505
19129154,A1,SLB1,19890126,150,,,
19129154,A2,SLB1,19890505,225,11,410,470
19129162,A1,SLB1,19890126,165,,,
19129162,A2,SLB1,19890505,240,11,325,400
18427500,A1,SLB3,19890126,165,,,
18427500,A2,SLB3,19890505,245,33,485,480
18427609,A1,SLB3,19890126,160,,,
18427609,A2,SLB3,19890505,240,33,500,605
18427732,A1,SLB3,19890126,155,,,
18427732,A2,SLB3,19890505,240,33,405,450
18427781,A1,SLB3,19890126,140,,,
18427781,A2,SLB3,19890505,230,33,450,505
19260280,A1,SLB1,19890126,165,,,
19260280,A2,SLB1,19890505,245,11,385,460
18427823,A2,SLB1,19890505,235,11,415,455
18428037,A1,SLB3,19890126,140,,,
18428037,A2,SLB3,19890505,225,33,405,415
18428060,A1,SLB3,19890126,125,,,
18428060,A2,SLB3,19890505,215,33,440,485
18428136,A1,SLB3,19890126,135,,,
18428136,A2,SLB3,19890505,215,33,450,510
18428144,A1,SLB1,19890126,135,,,
18428144,A2,SLB1,19890505,215,11,410,515
18428177,A1,SLB3,19890126,140,,,
18428177,A2,SLB3,19890505,235,33,445,440
18428235,A1,SLB3,19890126,140,,,
18428235,A2,SLB3,19890505,215,33,420,475
18428243,A1,SLB3,19890126,160,,,
18428243,A2,SLB3,19890505,230,33,400,465
18428284,A1,SLB1,19890126,135,,,
18428284,A2,SLB1,19890505,210,11,360,440
18428391,A1,SLB1,19890126,140,,,
18428391,A2,SLB1,19890505,235,11,445,490
18428466,A1,SLB1,19890126,130,,,
18428466,A2,SLB1,19890505,220,11,350,385
18428474,A1,SLB3,19890126,120,,,
18428474,A2,SLB3,19890505,200,33,480,485
18428516,A1,SLB3,19890126,135,,,
18428516,A2,SLB3,19890505,245,33,500,490
19260298,A2,SLB1,19890505,195,11,,420
19129147,A1,SLB1,19890126,180,,,
19129147,A2,SLB1,19890505,240,11,340,415
18427484,A1,SLB3,19890126,160,,,
18427484,A2,SLB3,19890505,240,33,385,410
18480210,A1,SLB3,19890126,165,,,
18480210,A2,SLB3,19890505,250,33,510,490
18427625,A1,SLB1,19890126,160,,,
18427625,A2,SLB1,19890505,235,11,405,460
18480228,A1,SLB3,19890126,155,,,
18480228,A2,SLB3,19890505,235,33,410,445
18480251,A1,SLB3,19890126,140,,,
18480251,A2,SLB3,19890505,230,33,400,475
18427666,A1,SLB3,19890126,140,,,
18427666,A2,SLB3,19890505,225,33,415,480
18480285,A1,SLB3,19890126,155,,,
18480285,A2,SLB3,19890505,260,33,455,480
18727958,A1,SLB1,19890126,130,,,
18727958,A2,SLB1,19890505,200,11,330,405
18480236,A1,SLB3,19890126,160,,,
18480236,A2,SLB3,19890505,250,33,500,560
18427906,A1,SLB1,19890126,150,,,
18427906,A2,SLB1,19890505,240,11,380,450
18428029,A1,SLB3,19890126,125,,,
18428029,A2,SLB3,19890505,215,33,420,410
18428185,A1,SLB3,19890126,155,,,
18428185,A2,SLB3,19890505,255,33,475,490
18428219,A1,SLB3,19890126,120,,,
18428219,A2,SLB3,19890505,215,33,560,590
18428276,A2,SLB1,19890505,215,11,425,470
18480293,A1,SLB3,19890126,135,,,
18480293,A2,SLB3,19890505,205,33,475,510
18428433,A1,SLB3,19890126,130,,,
18428433,A2,SLB3,19890505,205,33,450,460
18428508,A1,SLB1,19890126,125,,,
18428508,A2,SLB1,19890505,200,11,380,440
18428557,A1,SLB3,19890126,130,,,
18428557,A2,SLB3,19890505,210,33,445,465
18428565,A1,SLB3,19890126,125,,,
18428565,A2,SLB3,19890505,215,33,540,540
18428573,A1,SLB3,19890126,130,,,
18428573,A2,SLB3,19890505,225,33,465,485
18428599,A1,SLB3,19890126,120,,,
18428599,A2,SLB3,19890505,215,33,525,550
18428607,A1,SLB3,19890126,100,,,
18428607,A2,SLB3,19890505,185,33,525,525
18428615,A1,SLB3,19890126,110,,,
18428615,A2,SLB3,19890505,190,33,460,470
19129204,A1,SLB1,19890126,95,,,
19129204,A2,SLB1,19890505,170,11,415,490
18428631,A1,SLB3,19890126,120,,,
18428631,A2,SLB3,19890505,225,33,550,570
18428649,A1,SLB3,19890126,105,,,
18428649,A2,SLB3,19890505,190,33,450,430
12895934,A2,MSUV1,19780605,260,,,495
12895934,B1,MSUV1,19781018,261,,,
12895934,B2,MSUV1,19790221,310,,,
12897617,A1,MSUV1,19780215,150,,,
12897617,A2,MSUV1,19780605,200,,,445
12897617,B1,MSUV1,19781018,216,,,
12897617,B2,MSUV1,19790221,335,,,
12897641,A1,MSUV1,19780215,163,,,
12897641,A2,MSUV1,19780605,210,,,500
12897641,B1,MSUV1,19781018,232,,,
12897641,B2,MSUV1,19790221,355,,,
12818464,A1,ISUV1,19780309,135,,,
12818464,A2,ISUV1,19780619,200,,390,410
12818464,B1,ISUV1,19781025,205,,,
12818464,B2,ISUV1,19790327,260,,,
12899175,A1,ISUV1,19780309,130,,,
12899175,A2,ISUV1,19780619,185,,390,380
12899175,B1,ISUV1,19781025,220,,,
12899175,B2,ISUV1,19790327,270,,,
13523469,A1,ISXV,19800219,160,,,
13523469,A2,ISXV,19800530,220,,560,550
13523469,B1,ISXV,19801205,220,,,
13523469,B2,ISXV,19810617,320,,,
12905147,A2,MSXV,19800526,215,,,490
12905147,B1,MSXV,19801126,240,,,
12905147,B2,MSXV,19810616,335,,,
12905501,A2,MSXV,19800526,180,,,460
12905501,B1,MSXV,19801126,215,,,
12905501,B2,MSXV,19810616,300,,,
12905600,A2,MSXV,19800526,185,,,510
12905600,B1,MSXV,19801126,200,,,
12905600,B2,MSXV,19810616,290,,,
15218357,A1,MWYV,19801013,195,,,
15218357,A2,MWYV,19810130,299,,,
15218357,B1,MWYV,19810612,275,,,
15218357,B2,MWYV,19820113,360,,,
15218365,A1,MWYV,19801013,165,,,
15218365,A2,MWYV,19810130,273,,,
15218365,B1,MWYV,19810612,255,,,
15218365,B2,MWYV,19820113,325,,,
13027438,A1,IWYV,19801008,90,,,
13027438,A2,IWYV,19801217,130,,340,320
13027438,B1,IWYV,19810713,210,,,
13027438,B2,IWYV,19811015,220,,,
13030580,A1,ISYV,19810227,130,,,
13030580,A2,ISYV,19810617,200,,330,340
13030580,B1,ISYV,19811214,240,,,
13030580,B2,ISYV,19820604,300,,,
13031000,A1,ISYV,19810227,130,,,
13031000,A2,ISYV,19810617,180,,310,350
13031000,B1,ISYV,19811214,215,,,
13031000,B2,ISYV,19820604,245,,,
12905998,A2,MSYV,19810612,220,,,
12905998,B1,MSYV,19810612,225,,,
12905998,B2,MSYV,19820113,300,,,
13031687,A1,ISYV,19810227,120,,,
13031687,A2,ISYV,19810617,190,,330,330
13031687,B1,ISYV,19811214,230,,,
13031687,B2,ISYV,19820604,280,,,
12663142,A1,IWBV,19811015,110,,,
12663142,A2,IWBV,19820204,200,,450,440
12663142,B1,IWBV,19820609,250,,,
12663142,B2,IWBV,19821223,250,,,
13041025,A1,IWBV,19811015,100,,,
13041025,A2,IWBV,19820204,190,,500,465
13041025,B1,IWBV,19820609,240,,,
13041025,B2,IWBV,19821223,260,,,
13045372,A1,ISBV1,19820303,140,,,
13045372,A2,ISBV1,19820609,185,,290,340
13045372,B1,ISBV1,19821223,250,,,
13045372,B2,ISBV1,19830406,270,,,
13048392,A1,ISBV1,19820303,130,,,
13048392,A2,ISBV1,19820609,190,,350,400
13048392,B1,ISBV1,19821223,240,,,
13048392,B2,ISBV1,19830406,265,,,
13048608,A1,ISBV1,19820303,130,,,
13048608,A2,ISBV1,19820609,180,,320,350
13048608,B1,ISBV1,19821223,235,,,
13048608,B2,ISBV1,19830406,270,,,
13053509,A1,ISBV1,19820303,110,,,
13053509,A2,ISBV1,19820609,190,,380,475
13053509,B1,ISBV1,19821223,225,,,
13053509,B2,ISBV1,19830406,250,,,
13054515,A1,ISBV1,19820303,105,,,
13054515,A2,ISBV1,19820609,170,,350,410
13054515,B1,ISBV1,19821223,215,,,
13054515,B2,ISBV1,19830406,250,,,
12670782,A2,MSBV,19820620,230,,,
12670782,B1,MSBV,19821021,245,,,
12670782,B2,MSBV,19830412,355,,,
13054184,A2,MSBV,19820620,205,,,
13054184,B1,MSBV,19821021,245,,,
13054184,B2,MSBV,19830412,350,,,
13065412,A2,ISCV,19830610,200,,410,400
13065412,B1,ISCV,19831121,235,,,
13065412,B2,ISCV,19840613,350,,,
13064654,A2,MSCV,19830606,230,,,430
13064654,B1,MSCV,19831121,240,,,
13064654,B2,MSCV,19840613,365,,,
13066147,A2,ISCV,19830610,170,,390,370
13066147,B1,ISCV,19831121,200,,,
13066147,B2,ISCV,19840613,310,,,
14656789,A2,SSCDV,19830730,205,,,
14656789,B2,SSCDV,19840625,360,,,
13135157,A2,ISCV,19830610,170,,400,390
13135157,B1,ISCV,19831121,190,,,
13135157,B2,ISCV,19840613,310,,,
13286778,A2,ISCV,19830610,190,,320,330
13286778,B1,ISCV,19831121,215,,,
13286778,B2,ISCV,19840613,350,,,
12679122,A2,MSCV,19830606,240,,,610
12679122,B1,MSCV,19831121,290,,,
12679122,B2,MSCV,19840613,430,,,
13135991,A2,ISCV,19830610,190,,370,380
13135991,B1,ISCV,19831121,220,,,
13135991,B2,ISCV,19840613,360,,,
13137260,A2,ISCV,19830610,165,,325,370
13137260,B1,ISCV,19831121,200,,,
13137260,B2,ISCV,19840613,315,,,
13138227,A2,ISCV,19830610,175,,350,380
13138227,B1,ISCV,19831121,205,,,
13138227,B2,ISCV,19840613,330,,,
13290861,A2,ISCV,19830610,160,,300,320
13290861,B1,ISCV,19831121,200,,,
13290861,B2,ISCV,19840613,340,,,
13292560,A2,ISCV,19830610,155,,270,310
13292560,B1,ISCV,19831121,185,,,
13292560,B2,ISCV,19840613,330,,,
13137724,A2,MSCV,19830606,210,,,450
13137724,B1,MSCV,19831121,235,,,
13137724,B2,MSCV,19840613,360,,,
13138094,A2,MSCV,19830606,230,,,440
13138094,B1,MSCV,19831121,290,,,
13138094,B2,MSCV,19840613,430,,,
13156203,A2,ISDV,19840529,165,,350,420
13156203,B1,ISDV,19841009,170,,,
12827184,A2,SSDV,19840622,220,,,
12827184,B2,SSDV,19850525,400,,,
13156716,A2,ISDV,19840529,170,,320,380
13156716,B1,ISDV,19841009,180,,,
13316021,A2,SSDV,19840622,230,,,
13316021,B2,SSDV,19850525,385,,,
13311121,A2,ISDV,19840529,160,,300,300
13311121,B1,ISDV,19841009,180,,,
12829800,A2,SSDV,19840622,225,,,
12829800,B2,SSDV,19850525,410,,,
13155593,A1,MSDV,19840217,145,,,
13155593,A2,MSDV,19840528,190,,,450
13155593,B1,MSDV,19841008,220,,,
13159041,A2,ISDV,19840529,190,,400,400
13159041,B1,ISDV,19841009,200,,,
13159538,A2,ISDV,19840529,170,,430,460
13159538,B1,ISDV,19841009,185,,,
12837811,A2,SSDV,19840622,157,,,
12837811,B2,SSDV,19850525,320,,,
13163498,A2,ISDV,19840529,165,,340,370
13163498,B1,ISDV,19841009,180,,,
13164397,A2,ISDV,19840529,170,,370,400
13164397,B1,ISDV,19841009,170,,,
10767051,A2,ISDV,19840529,165,,310,300
10767051,B1,ISDV,19841009,170,,,
13167531,A2,ISDV,19840529,165,,325,390
13167531,B1,ISDV,19841009,180,,,
15218381,A1,SWEV,19840901,120,,,
15218381,A2,SWEV,19841228,220,,,
15218381,B1,SWEV,19850525,295,,,
15218381,B2,SWEV,19851210,340,,,
12841375,A1,SWEV,19840901,140,,,
12841375,A2,SWEV,19841228,230,,,
12841375,B1,SWEV,19850525,310,,,
12841375,B2,SWEV,19851210,340,,,
12842449,A1,SWEV,19840901,115,,,
12842449,A2,SWEV,19841228,220,,,
12842449,B1,SWEV,19850525,280,,,
12842449,B2,SWEV,19851210,290,,,
12843850,A1,SWEV,19840901,98,,,
12843850,A2,SWEV,19841228,190,,,
12843850,B1,SWEV,19850525,250,,,
12843850,B2,SWEV,19851210,270,,,
13192810,A1,SSEV,19850304,165,,,
13192810,A2,SSEV,19850625,250,,530,
13192810,B1,SSEV,19851210,260,,,
12862041,A1,SSEV,19850304,170,,,
12862041,A2,SSEV,19850625,245,,450,495
12862041,B1,SSEV,19851210,250,,,
12862371,A1,SSEV,19850304,150,,,
12862371,A2,SSEV,19850625,225,,500,480
12862371,B1,SSEV,19851210,225,,,
12867990,A1,SSEV,19850304,170,,,
12867990,A2,SSEV,19850625,250,,580,580
12867990,B1,SSEV,19851210,260,,,
13361803,A1,SSEV,19850304,160,,,
13361803,A2,SSEV,19850625,250,,580,
13361803,B1,SSEV,19851210,235,,,
13360938,A1,ISEV,19850221,115,,,
13360938,A2,ISEV,19850522,190,,380,425
13360938,B1,ISEV,19851107,190,,,
13199302,A1,MSEV,19850218,115,,,
13199302,A2,MSEV,19850520,200,,350,490
13199302,B1,MSEV,19851210,220,,,
13206750,A1,MSEV,19850218,120,,,
13206750,A2,MSEV,19850520,210,,410,500
13206750,B1,MSEV,19851210,215,,,
14663702,A1,,19771003,132,,,
14409106,A2,SSCDB,19830820,230,,,
13913827,A2,SWHV,19851210,205,,500,440
13913827,B1,SWHV,19860527,285,,,
13913827,B2,SWHV,19860929,300,,,
13544028,A1,ISHV,19860213,140,,,
13544028,A2,ISHV,19860520,220,,390,410
13544028,B1,ISHV,19861023,230,,,
13544028,B2,ISHV,19870414,340,,,
12966248,A2,SWHV,19851210,225,,530,445
12966248,B1,SWHV,19860527,290,,,
12966248,B2,SWHV,19860929,300,,,
13626726,A2,SWHV,19851210,215,,600,500
13626726,B1,SWHV,19860527,290,,,
13626726,B2,SWHV,19860929,315,,,
13544135,A1,ISHV,19860213,140,,,
13544135,A2,ISHV,19860520,215,,410,410
13544135,B1,ISHV,19861023,220,,,
13544135,B2,ISHV,19870414,320,,,
12967501,A2,SWHV,19851210,215,,620,530
12967501,B1,SWHV,19860527,290,,,
12967501,B2,SWHV,19860929,315,,,
13628698,A2,SWHV,19851210,180,,540,500
13628698,B1,SWHV,19860527,270,,,
13628698,B2,SWHV,19860929,275,,,
13628805,A2,SWHV,19851210,230,,660,570
13628805,B1,SWHV,19860527,300,,,
13628805,B2,SWHV,19860929,310,,,
13629233,A2,SWHV,19851210,195,,640,550
13629233,B1,SWHV,19860527,275,,,
13629233,B2,SWHV,19860929,275,,,
13629423,A2,SWHV,19851210,185,,580,525
13629423,B1,SWHV,19860527,260,,,
13629423,B2,SWHV,19860929,275,,,
13386982,A2,SWHB,19851210,200,,610,610
13645254,A1,ISHV,19860213,140,,,
13645254,A2,ISHV,19860520,235,,400,400
13645254,B1,ISHV,19861023,230,,,
13645254,B2,ISHV,19870414,350,,,
13389531,A2,SWHV,19851210,170,,660,590
13389531,B1,SWHV,19860527,250,,,
13389531,B2,SWHV,19860929,260,,,
13230289,A1,SSHV,19860219,160,,,
13230289,A2,SSHV,19860527,230,,485,580
13230289,B1,SSHV,19861023,235,,,
13230289,B2,SSHV,19870414,350,,,
13396130,A1,SSHV,19860219,180,,,
13396130,A2,SSHV,19860527,270,,510,490
13396130,B1,SSHV,19861023,265,,,
13396130,B2,SSHV,19870414,380,,,
13231642,A1,SSHV,19860219,165,,,
13231642,A2,SSHV,19860527,230,,475,500
13231642,B1,SSHV,19861023,235,,,
13231642,B2,SSHV,19870414,365,,,
13231915,A1,SSHV,19860219,160,,,
13231915,A2,SSHV,19860527,230,,475,515
13231915,B1,SSHV,19861023,245,,,
13231915,B2,SSHV,19870414,365,,,
13233598,A1,SSHV,19860219,140,,,
13233598,A2,SSHV,19860527,220,,475,545
13233598,B1,SSHV,19861023,220,,,
13233598,B2,SSHV,19870414,335,,,
13234422,A1,SSHV,19860219,140,,,
13234422,A2,SSHV,19860527,230,,470,530
13234422,B1,SSHV,19861023,240,,,
13234422,B2,SSHV,19870414,345,,,
13235072,A1,SSHV,19860219,150,,,
13235072,A2,SSHV,19860527,225,,540,600
13235072,B1,SSHV,19861023,215,,,
13235072,B2,SSHV,19870414,335,,,
13918867,A1,SSHV,19860219,165,,,
13918867,A2,SSHV,19860527,250,,480,510
13918867,B1,SSHV,19861023,240,,,
13918867,B2,SSHV,19870414,360,,,
13091897,A1,ISHV,19860213,130,,,
13091897,A2,ISHV,19860520,200,,460,460
13091897,B1,ISHV,19861023,200,,,
13091897,B2,ISHV,19870414,285,,,
13236500,A1,SSHV,19860219,155,,,
13236500,A2,SSHV,19860527,240,,510,580
13236500,B1,SSHV,19861023,240,,,
13236500,B2,SSHV,19870414,365,,,
14658975,A1,SSHV,19860219,135,,,
14658975,A2,SSHV,19860527,220,,420,475
14658975,B1,SSHV,19861023,225,,,
14658975,B2,SSHV,19870414,335,,,
13236518,A1,SSHV,19860219,150,,,
13236518,A2,SSHV,19860527,240,,445,490
13236518,B1,SSHV,19861023,245,,,
13236518,B2,SSHV,19870414,375,,,
13238241,A1,SSHV,19860219,140,,,
13238241,A2,SSHV,19860527,220,,470,580
13238241,B1,SSHV,19861023,230,,,
13238241,B2,SSHV,19870414,350,,,
13404850,A1,SSHV,19860219,140,,,
13404850,A2,SSHV,19860527,230,,440,510
13404850,B1,SSHV,19861023,225,,,
13404850,B2,SSHV,19870414,345,,,
13547021,A1,ISHV,19860213,120,,,
13547021,A2,ISHV,19860520,185,,415,450
13547021,B1,ISHV,19861023,210,,,
13547021,B2,ISHV,19870414,300,,,
13240551,A1,SSHV,19860219,125,,,
13240551,A2,SSHV,19860527,210,,465,570
13240551,B1,SSHV,19861023,210,,,
13240551,B2,SSHV,19870414,335,,,
13240767,A1,SSHV,19860219,120,,,
13240767,A2,SSHV,19860527,215,,500,590
13240767,B1,SSHV,19861023,210,,,
13240767,B2,SSHV,19870414,345,,,
14658942,A1,SSHV,19860219,140,,,
14658942,A2,SSHV,19860527,200,,470,560
14658942,B1,SSHV,19861023,215,,,
14658942,B2,SSHV,19870414,355,,,
13659719,A1,SSHV,19860219,120,,,
13659719,A2,SSHV,19860527,200,,430,490
13659719,B1,SSHV,19861023,210,,,
13659719,B2,SSHV,19870414,315,,,
13660501,A1,SSHV,19860219,120,,,
13660501,A2,SSHV,19860527,200,,375,460
13660501,B1,SSHV,19861023,205,,,
13660501,B2,SSHV,19870414,315,,,
13665229,A1,SSHV,19860219,130,,,
13665229,A2,SSHV,19860527,210,,480,500
13665229,B1,SSHV,19861023,215,,,
13665229,B2,SSHV,19870414,335,,,
13246103,A1,SSHV,19860219,115,,,
13246103,A2,SSHV,19860527,190,,460,500
13246103,B1,SSHV,19861023,205,,,
13246103,B2,SSHV,19870414,310,,,
13094693,A1,ISHV,19860213,115,,,
13094693,A2,ISHV,19860520,195,,370,410
13094693,B1,ISHV,19861023,185,,,
13094693,B2,ISHV,19870414,265,,,
13246764,A1,SSHV,19860219,125,,,
13246764,A2,SSHV,19860527,225,,450,510
13246764,B1,SSHV,19861023,220,,,
13246764,B2,SSHV,19870414,355,,,
13247333,A1,SSHV,19860219,120,,,
13247333,A2,SSHV,19860527,210,,435,480
13247333,B1,SSHV,19861023,215,,,
13247333,B2,SSHV,19870414,340,,,
12985370,A1,SSHV,19860219,120,,,
12985370,A2,SSHV,19860527,210,,560,620
12985370,B1,SSHV,19861023,215,,,
12985370,B2,SSHV,19870414,340,,,
13250287,A1,SSHV,19860219,100,,,
13250287,A2,SSHV,19860527,190,,500,590
13250287,B1,SSHV,19861023,195,,,
13250287,B2,SSHV,19870414,320,,,
13561725,A2,IWJV1,19861218,180,11,470,410
13561725,B1,IWJV1,19870422,255,11,,
13561725,B2,IWJV1,19871211,410,11,,
13688791,A2,IWJV1,19861218,170,11,400,355
13688791,B1,IWJV1,19870422,230,11,,
13688791,B2,IWJV1,19871211,355,11,,
14658819,A1,SWJV1,19860825,160,,,
14658819,A2,SWJV1,19861215,240,11,460,450
14658819,B1,SWJV1,19870422,310,00,,
14658819,B2,SWJV1,19871211,410,00,,
14658793,A2,SWJV4,19861215,280,44,620,595
14658793,B1,SWJV4,19870422,320,00,,
14658793,B2,SWJV4,19871211,430,00,,
14658835,A1,SWJV1,19860825,145,,,
14658835,A2,SWJV1,19861215,210,11,480,435
14658835,B1,SWJV1,19870422,265,00,,
14658835,B2,SWJV1,19871211,365,00,,
14658843,A1,SWJV1,19860825,160,,,
14658843,A2,SWJV1,19861215,245,11,490,470
14658843,B1,SWJV1,19870422,305,00,,
14658843,B2,SWJV1,19871211,425,00,,
13683024,A1,SWJV3,19860825,160,,,
13683024,A2,SWJV3,19861215,245,33,560,520
13683024,B1,SWJV3,19870422,295,00,,
13683024,B2,SWJV3,19871211,415,00,,
14658785,A2,SWJV4,19861215,255,44,570,565
14658785,B1,SWJV4,19870422,305,00,,
14658785,B2,SWJV4,19871211,400,00,,
13421706,A1,SWJV3,19860825,155,,,
13421706,A2,SWJV3,19861215,230,33,545,560
13421706,B1,SWJV3,19870422,275,00,,
13421706,B2,SWJV3,19871211,410,00,,
13421805,A1,SWJV2,19860825,150,,,
13421805,A2,SWJV2,19861215,225,22,600,600
13421805,B1,SWJV2,19870422,280,00,,
13421805,B2,SWJV2,19871211,390,00,,
13254545,A1,SWJV2,19860825,145,,,
13254545,A2,SWJV2,19861215,210,22,480,500
13254545,B1,SWJV2,19870422,275,00,,
13254545,B2,SWJV2,19871211,405,00,,
14658918,A1,SWJV1,19860825,140,,,
14658918,A2,SWJV1,19861215,215,11,465,455
14658918,B1,SWJV1,19870422,275,00,,
14658918,B2,SWJV1,19871211,400,00,,
12991170,A1,SWJV3,19860825,150,,,
12991170,A2,SWJV3,19861215,235,33,550,520
12991170,B1,SWJV3,19870422,270,00,,
12991170,B2,SWJV3,19871211,380,00,,
13687884,A1,SWJV3,19860825,130,,,
13687884,A2,SWJV3,19861215,205,33,600,620
13687884,B1,SWJV3,19870422,255,00,,
13687884,B2,SWJV3,19871211,375,00,,
13689070,A1,SWJV2,19860825,135,,,
13689070,A2,SWJV2,19861215,225,22,600,585
13689070,B1,SWJV2,19870422,290,00,,
13689070,B2,SWJV2,19871211,410,00,,
13424395,A1,SWJV3,19860825,125,,,
13424395,A2,SWJV3,19861215,210,33,590,545
13424395,B1,SWJV3,19870422,265,00,,
13424395,B2,SWJV3,19871211,380,00,,
13424551,A1,SWJV2,19860825,115,,,
13424551,A2,SWJV2,19861215,190,22,545,500
13424551,B1,SWJV2,19870422,230,00,,
13424551,B2,SWJV2,19871211,350,00,,
13424783,A1,SWJV3,19860825,135,,,
13424783,A2,SWJV3,19861215,215,33,630,650
13424783,B1,SWJV3,19870422,265,00,,
13424783,B2,SWJV3,19871211,410,00,,
13428453,A2,SJV1,19870530,215,11,380,415
13428453,B1,SJV1,19871211,295,00,,
13428453,B2,SJV1,19880506,375,00,,
13706551,A2,SJV2,19870530,220,22,385,395
13706551,B1,SJV2,19871211,315,00,,
13706551,B2,SJV2,19880506,390,00,,
13428552,A2,SJV1,19870530,220,11,375,425
13428552,B1,SJV1,19871211,295,00,,
13428552,B2,SJV1,19880506,350,00,,
13428693,A2,SJV3,19870530,245,33,505,580
13428693,B1,SJV3,19871211,355,00,,
13428693,B2,SJV3,19880506,415,00,,
14659080,A2,SJV2,19870530,245,22,490,500
14659080,B1,SJV2,19871211,310,00,,
14659080,B2,SJV2,19880506,410,00,,
13259932,A2,SJV3,19870530,230,33,440,495
13259932,B1,SJV3,19871211,330,00,,
13259932,B2,SJV3,19880506,405,00,,
14659114,A2,SJV2,19870530,240,22,455,515
14659114,B1,SJV2,19871211,350,00,,
14659114,B2,SJV2,19880506,435,00,,
13260062,A2,SJV3,19870530,225,33,335,450
13260062,B1,SJV3,19871211,285,00,,
13260062,B2,SJV3,19880506,375,00,,
13260070,A2,SJV3,19870530,240,33,440,475
13260070,B1,SJV3,19871211,295,00,,
13260070,B2,SJV3,19880506,390,00,,
13429097,A2,SJV1,19870530,235,11,465,500
13429097,B1,SJV1,19871211,320,00,,
13429097,B2,SJV1,19880506,410,00,,
14659130,A2,SJV1,19870530,220,11,450,495
14659130,B1,SJV1,19871211,315,00,,
14659130,B2,SJV1,19880506,410,00,,
13709829,A2,SJV3,19870530,235,33,460,555
13709829,B1,SJV3,19871211,315,00,,
13709829,B2,SJV3,19880506,390,00,,
13260344,A2,SJV3,19870530,230,33,545,540
13260344,B1,SJV3,19871211,330,00,,
13260344,B2,SJV3,19880506,410,00,,
13260401,A2,SJV3,19870530,215,33,495,520
13260401,B1,SJV3,19871211,310,00,,
13260401,B2,SJV3,19880506,385,00,,
16918534,A2,SJV3,19870530,230,33,345,450
16918534,B1,SJV3,19871211,295,00,,
16918534,B2,SJV3,19880506,360,00,,
13260518,A2,SJV3,19870530,230,33,480,530
13260518,B1,SJV3,19871211,310,00,,
13260518,B2,SJV3,19880506,385,00,,
13260526,A2,SJV3,19870530,295,33,380,425
13260526,B1,SJV3,19871211,260,00,,
13260526,B2,SJV3,19880506,315,00,,
16918542,A2,SJV3,19870530,225,33,395,480
16918542,B1,SJV3,19871211,300,00,,
16918542,B2,SJV3,19880506,365,00,,
16918559,A2,SJV3,19870530,210,33,435,505
16918559,B1,SJV3,19871211,275,00,,
16918559,B2,SJV3,19880506,330,00,,
16917460,A2,SJV3,19870530,240,33,410,450
16917460,B1,SJV3,19871211,325,00,,
16917460,B2,SJV3,19880506,405,00,,
13260732,A2,SJV3,19870530,215,33,405,450
13260732,B1,SJV3,19871211,285,00,,
13260732,B2,SJV3,19880506,355,00,,
18352799,A2,SJV3,19870530,205,33,415,475
